date,home_team,away_team,home_score,away_score,margin,neutral_site,closing_spread
2022-02-24,Memphis,Temple,78,64,14,,-9.9
2022-02-24,Miami OH,Central Michigan,69,83,-14,,-9.2
2022-02-24,Middle Tennessee,Marshall,74,65,9,,-14.5
2022-02-24,Murray St.,Belmont,76,43,33,,-6.3
2022-02-24,North Texas,Southern Miss,85,61,24,,-20.8
2022-02-24,Northeastern,William & Mary,62,28,34,,-8.5
2022-02-24,Northern Arizona,Idaho St.,66,70,-4,,-4.6
2022-02-24,Northern Colorado,Eastern Washington,76,85,-9,,-4.5
2022-02-24,Northern Illinois,Buffalo,68,79,-11,,7.1
2022-02-24,Northern Kentucky,Robert Morris,78,64,14,,-9.1
2022-02-24,Northwestern St.,Nicholls St.,62,80,-18,,5.0
2022-02-24,Oakland,Fort Wayne,70,81,-11,,-6.3
2022-02-24,Old Dominion,Florida Atlantic,70,51,19,,1.3
2022-02-24,Oral Roberts,South Dakota St.,102,106,-4,,4.6
2022-02-24,Oregon,UCLA,68,63,5,,3.2
2022-02-24,Oregon St.,USC,91,94,-3,,9.1
2022-02-24,Pacific,Portland,69,75,-6,,2.2
2022-02-24,Pepperdine,Santa Clara,73,89,-16,,9.2
2022-02-24,Portland St.,Weber St.,81,75,6,,1.3
2022-02-24,Quinnipiac,Siena,71,78,-7,,-3.0
2022-02-24,Rice,Louisiana Tech,79,83,-4,,4.0
2022-02-24,SIU Edwardsville,Austin Peay,64,68,-4,,-3.4
2022-02-24,Sacramento St.,Idaho,83,51,32,,-2.1
2022-02-24,Sacred Heart,Mount St. Mary's,77,65,12,,1.8
2022-02-24,Saint Francis,St. Francis PACentral Connecticut,63,79,-16,,-0.6
2022-02-24,San Diego,Saint Mary's,46,60,-14,,8.6
2022-02-24,San Francisco,Gonzaga,73,89,-16,,6.8
2022-02-24,Southeast Missouri St.,Tennessee Martin,76,69,7,,-7.3
2022-02-24,Southeastern Louisiana,New Orleans,84,79,5,,-2.1
2022-02-24,Southern Utah,Montana,82,74,8,,-6.0
2022-02-24,St. Francis NY,Bryant,69,86,-17,,2.0
2022-02-24,St. Thomas,Denver,80,91,-11,,-6.0
2022-02-24,Stephen F. Austin,Sam Houston St.,69,67,2,,-3.3
2022-02-24,Tarleton St.,UT Rio Grande Valley,75,62,13,,-10.2
2022-02-24,Tennessee Tech,Tennessee St.,56,92,-36,,-6.1
2022-02-24,UC Davis,UC Santa Barbara,69,76,-7,,0.4
2022-02-24,UC Riverside,Cal St. Northridge,79,57,22,,-11.9
2022-02-24,UMKC,South Dakota,72,63,9,,-3.0
2022-02-24,UTSA,UAB,56,68,-12,,15.5
2022-02-24,Utah,Arizona,77,97,-20,,9.7
2022-02-24,Utah Valley,Seattle,67,52,15,,-3.7
2022-02-24,Western Illinois,Nebraska Omaha,88,76,12,,-15.5
2022-02-24,Winthrop,USC Upstate,89,59,30,,-8.0
2022-02-24,Wright St.,Youngstown St.,84,71,13,,-5.4
2022-02-25,Arkansas St.,Appalachian St.,62,60,2,,-1.3
2022-02-25,Georgia Southern,Louisiana Monroe,81,75,6,,-4.4
2022-02-25,Georgia St.,Louisiana Lafayette,65,58,7,,-5.7
2022-02-25,Iona,Canisius,72,65,7,,-17.2
2022-02-25,Little Rock,Coastal Carolina,55,68,-13,,7.0
2022-02-25,Marist,Manhattan,74,56,18,,-7.8
2022-02-25,Monmouth,Saint Peter's,65,70,-5,,-3.8
2022-02-25,Nebraska,Iowa,78,88,-10,,11.0
2022-02-25,Ohio,Akron,83,91,-8,,-7.2
2022-02-25,Penn St.,Northwestern,67,60,7,,-2.0
2022-02-25,Princeton,Harvard,74,67,7,,-8.3
2022-02-25,Richmond,Saint Louis,68,66,2,,-0.2
2022-02-25,Rider,Niagara,70,68,2,,-1.8
2022-02-25,San Diego St.,San Jose St.,77,52,25,,-19.1
2022-02-25,South Alabama,UT Arlington,62,52,10,,-7.2
2022-02-25,Troy,Texas St.,61,66,-5,,-1.2
2022-02-26,Alabama,South Carolina,90,71,19,,-11.3
2022-02-26,Alabama A&M,Alabama St.,80,65,15,,-0.9
2022-02-26,American,Loyola MD,65,55,10,,2.9
2022-02-26,Arkansas,Kentucky,75,73,2,,0.5
2022-02-26,Arkansas Pine Bluff,Mississippi Valley St.,93,79,14,,-4.1
2022-02-26,BYU,Pepperdine,75,59,16,,-16.9
2022-02-26,Ball St.,Eastern Michigan,75,64,11,,-7.8
2022-02-26,Baylor,Kansas,80,70,10,,-4.1
2022-02-26,Belmont,Tennessee St.,87,67,20,,-15.1
2022-02-26,Boston College,Clemson,60,70,-10,,0.5
2022-02-26,Bowling Green,Western Michigan,67,78,-11,,-9.3
2022-02-26,Bradley,Valparaiso,79,55,24,,-10.5
2022-02-26,Brown,Columbia,81,74,7,,-16.3
2022-02-26,Bryant,Wagner,78,70,8,,-1.3
2022-02-26,Bucknell,Boston University,89,78,11,,4.3
2022-02-26,Buffalo,Northern Illinois,70,60,10,,-14.9
2022-02-26,California,Stanford,53,39,14,,-2.2
2022-02-26,Campbell,Longwood,55,60,-5,,-1.5
2022-02-26,Central Connecticut,Mount St. Mary's,46,65,-19,,4.5
2022-02-26,Central Michigan,Kent St.,71,73,-2,,8.9
2022-02-26,Charlotte,Florida Atlantic,69,74,-5,,-0.4
2022-02-26,Chattanooga,Samford,70,57,13,,-10.1
2022-02-26,Chicago St.,New Mexico St.,61,59,2,,14.9
2022-02-26,Cincinnati,South Florida,54,56,-2,,-11.2
2022-02-26,Colgate,Navy,74,69,5,,-4.8
2022-02-26,Colorado,Arizona,79,63,16,,9.6
2022-02-26,Cornell,Yale,71,65,6,,-1.4
2022-02-26,Dartmouth,Penn,84,70,14,,-0.0
2022-02-26,Davidson,Fordham,66,45,21,,-11.1
2022-02-26,Delaware,UNC Wilmington,62,69,-7,,-6.9
2022-02-26,Delaware St.,Morgan St.,69,76,-7,,3.4
2022-02-26,Detroit Mercy,Fort WayneDetroit,78,81,-3,,-3.0
2022-02-26,Dixie St.,Seattle,65,73,-8,,5.0
2022-02-26,Drake,Southern Illinois,62,60,2,,-5.5
2022-02-26,Drexel,College of Charleston,80,79,1,,-5.0
2022-02-26,East Carolina,Tulsa,64,59,5,,-2.6
2022-02-26,Eastern Illinois,Austin Peay,52,64,-12,,6.7
2022-02-26,Eastern Kentucky,Bellarmine,72,58,14,,2.1
2022-02-26,Evansville,Missouri St.,79,88,-9,,13.0
2022-02-26,Florida Gulf Coast,Jacksonville,76,69,7,,-1.1
2022-02-26,Georgia,Florida,72,84,-12,,6.9
2022-02-26,Grambling St.,Florida A&M,73,79,-6,,-3.7
2022-02-26,Grand Canyon,Sam Houston St.,67,41,26,,-5.9
2022-02-26,Hartford,NJIT,83,62,21,,-8.2
2022-02-26,Hawaii,Cal St. Bakersfield,62,50,12,,-11.4
2022-02-26,High Point,Hampton,88,77,11,,-9.8
2022-02-26,Hofstra,William & Mary,83,67,16,,-19.8
2022-02-26,Holy Cross,Army,58,66,-8,,3.4
2022-02-26,Houston Baptist,Texas A&M Corpus Chris,70,75,-5,,2.6
2022-02-26,Howard,North Carolina Central,77,67,10,,-7.6
2022-02-26,IUPUI,Green Bay,41,67,-26,,4.7
2022-02-26,Illinois Chicago,Milwaukee,71,58,13,,-8.0
2022-02-26,Illinois St.,Indiana St.,86,66,20,,-3.4
2022-02-26,Jacksonville St.,North Alabama,69,52,17,,-12.4
2022-02-26,James Madison,Towson,59,95,-36,,5.1
2022-02-26,Kansas St.,Iowa St.,73,74,-1,,-1.0
2022-02-26,LIU Brooklyn,Fairleigh Dickinson,84,77,7,,
2022-02-26,LSU,Missouri,75,55,20,,-12.8
2022-02-26,La Salle,Dayton,62,60,2,,10.4
2022-02-26,Lafayette,Lehigh,58,78,-20,,-4.2
2022-02-26,Liberty,Kennesaw St.,100,93,7,,-11.4
2022-02-26,Lipscomb,Central Arkansas,81,66,15,,-6.0
2022-02-26,Loyola Marymount,Pacific,90,77,13,,-7.0
2022-02-26,Marquette,Butler,64,56,8,,-10.8
2022-02-26,Maryland Eastern Shore,Coppin St.,70,50,20,,-4.0
2022-02-26,Massachusetts,VCU,62,77,-15,,7.0
2022-02-26,McNeese St.,Incarnate Word,67,69,-2,,-11.1
2022-02-26,Miami FL,Virginia Tech,70,71,-1,,-1.5
2022-02-26,Michigan St.,Purdue,68,65,3,,3.3
2022-02-26,Middle Tennessee,Western Kentucky,69,52,17,,-5.7
2022-02-26,Mississippi,Texas A&M,66,76,-10,,-3.0
2022-02-26,Mississippi St.,Vanderbilt,74,69,5,,-5.2
2022-02-26,New Hampshire,Binghamton,66,62,4,,-6.3
2022-02-26,New Mexico,Air Force,69,65,4,,-8.1
2022-02-26,Norfolk St.,South Carolina St.,63,59,4,,-10.5
2022-02-26,North Carolina A&T,Radford,53,62,-9,,-3.8
2022-02-26,North Carolina St.,North Carolina,74,84,-10,,2.4
2022-02-26,North Dakota,North Dakota St.,53,79,-26,,7.6
2022-02-26,North Texas,Louisiana Tech,56,49,7,,-8.0
2022-02-26,Northeastern,Elon,54,67,-13,,-4.4
2022-02-26,Northern Arizona,Weber St.,49,73,-24,,5.2
2022-02-26,Northern Colorado,Idaho,98,94,4,,-13.7
2022-02-26,Northern Iowa,Loyola Chicago,102,96,6,,0.4
2022-02-26,Northern Kentucky,Youngstown St.,75,61,14,,-5.2
2022-02-26,Northwestern St.,New Orleans,87,77,10,,3.4
2022-02-26,Notre Dame,Georgia Tech,90,56,34,,-10.3
2022-02-26,Oakland,Cleveland St.,65,57,8,,-3.6
2022-02-26,Oklahoma,Oklahoma St.,66,62,4,,-3.2
2022-02-26,Old Dominion,FIU,83,63,20,,-6.6
2022-02-26,Oral Roberts,South Dakota,87,92,-5,,-6.7
2022-02-26,Oregon,USC,69,70,-1,,-4.2
2022-02-26,Oregon St.,UCLA,55,94,-39,,14.7
2022-02-26,Portland St.,Idaho St.,73,69,4,,-8.8
2022-02-26,Prairie View A&M,Alcorn St.,69,72,-3,,-2.9
2022-02-26,Providence,Creighton,72,51,21,,-5.4
2022-02-26,Rhode Island,Duquesne,70,54,16,,-10.8
2022-02-26,Rice,Southern Miss,77,72,5,,-12.5
2022-02-26,Rutgers,Wisconsin,61,66,-5,,0.9
2022-02-26,SIU Edwardsville,Morehead St.,77,70,7,,6.1
2022-02-26,Sacramento St.,Eastern Washington,81,75,6,,4.2
2022-02-26,Sacred Heart,St. Francis PA,80,68,12,,-2.4
2022-02-26,Saint Joseph's,St. Bonaventure,52,54,-2,,0.9
2022-02-26,Saint Mary's,Gonzaga,67,57,10,,6.3
2022-02-26,San Diego,San Francisco,62,78,-16,,9.8
2022-02-26,Santa Clara,Portland,102,89,13,,-11.1
2022-02-26,Southeast Missouri St.,Murray St.,68,70,-2,,11.6
2022-02-26,Southeastern Louisiana,Nicholls St.,83,81,2,,0.1
2022-02-26,Southern,Bethune Cookman,84,87,-3,,-13.4
2022-02-26,St. Francis NY,Merrimack,52,72,-20,,-3.6
2022-02-26,St. Thomas,Nebraska Omaha,95,74,21,,-11.0
2022-02-26,Stephen F. Austin,Abilene Christian,73,71,2,,-4.6
2022-02-26,Stetson,North Florida,69,74,-5,,-0.8
2022-02-26,Stony Brook,Albany,66,50,16,,-4.9
2022-02-26,Syracuse,Duke,72,97,-25,,4.8
2022-02-26,TCU,Texas Tech,69,66,3,,3.2
2022-02-26,Tarleton St.,Lamar,57,49,8,,-14.3
2022-02-26,Tennessee,Auburn,67,62,5,,-2.5
2022-02-26,Tennessee Tech,Tennessee Martin,88,75,13,,-5.5
2022-02-26,Texas Southern,Jackson St.,81,66,15,,-7.0
2022-02-26,The Citadel,Furman,59,94,-35,,8.3
2022-02-26,Toledo,Miami OH,88,73,15,,-17.7
2022-02-26,UC Davis,Cal St. Northridge,68,49,19,,-11.3
2022-02-26,UC Irvine,Long Beach St.,77,72,5,,-5.8
2022-02-26,UC Riverside,UC Santa Barbara,90,97,-7,,-2.4
2022-02-26,UC San Diego,Cal St. Fullerton,81,76,5,,2.1
2022-02-26,UMBC,Maine,93,79,14,,-14.2
2022-02-26,UMKC,South Dakota St.,75,86,-11,,5.3
2022-02-26,UNC Asheville,Presbyterian,98,96,2,,-6.3
2022-02-26,UNLV,Boise St.,76,86,-10,,-0.3
2022-02-26,USC Upstate,Gardner Webb,72,70,2,,3.7
2022-02-26,UTEP,UAB,66,69,-3,,5.3
2022-02-26,Utah,Arizona St.,61,63,-2,,-3.0
2022-02-26,Utah St.,Colorado St.,55,66,-11,,-4.3
2022-02-26,Utah Valley,Cal Baptist,63,54,9,,-8.7
2022-02-26,Vermont,UMass Lowell,62,61,1,,-16.4
2022-02-26,Virginia,Florida St.,63,64,-1,,-6.5
2022-02-26,Wake Forest,Louisville,99,77,22,,-11.1
2022-02-26,Washington,Washington St.,78,70,8,,4.0
2022-02-26,West Virginia,Texas,81,82,-1,,2.1
2022-02-26,Western Carolina,VMI,82,73,9,,5.6
2022-02-26,Western Illinois,Denver,77,83,-6,,-8.9
2022-02-26,Winthrop,Charleston Southern,92,86,6,,-17.5
2022-02-26,Wofford,Mercer,74,67,7,,-6.9
2022-02-26,Wright St.,Robert Morris,71,61,10,,-11.9
2022-02-26,Wyoming,Nevada,74,61,13,,-9.0
2022-02-26,Xavier,Seton Hall,66,82,-16,,-4.2
2022-02-27,DePaul,St. John's,99,94,5,,0.4
2022-02-27,George Mason,George Washington,69,62,7,,-10.0
2022-02-27,Georgetown,Connecticut,77,86,-9,,9.8
2022-02-27,Harvard,Princeton,73,74,-1,,0.7
2022-02-27,Houston,SMU,75,61,14,,-13.1
2022-02-27,Manhattan,Fairfield,62,66,-4,,-0.9
2022-02-27,Maryland,Ohio St.,75,60,15,,2.7
2022-02-27,Memphis,Wichita St.,81,57,24,,-6.4
2022-02-27,Michigan,Illinois,85,93,-8,,-1.3
2022-02-27,Minnesota,Indiana,79,84,-5,,3.2
2022-02-27,Montana,Montana St.,80,74,6,,1.1
2022-02-27,Penn St.,Nebraska,70,93,-23,,-8.9
2022-02-27,Quinnipiac,Canisius,67,72,-5,,-5.6
2022-02-27,Rider,Iona,61,67,-6,,6.7
2022-02-27,Saint Peter's,Niagara,63,36,27,,-6.5
2022-02-27,Siena,Monmouth,70,59,11,,-0.1
2022-02-27,Temple,Tulane,75,70,5,,-0.1
2022-02-27,UNC Greensboro,East Tennessee St.,69,73,-4,,-3.0
2022-02-28,Coppin St.,Delaware St.,80,67,13,,-11.4
2022-02-28,Fairleigh Dickinson,Central Connecticut,66,67,-1,,-6.5
2022-02-28,Fordham,Massachusetts,85,73,12,,-5.6
2022-02-28,Fresno St.,New Mexico,71,68,3,,-12.2
2022-02-28,Grambling St.,Bethune Cookman,63,69,-6,,-5.7
2022-02-28,Hofstra,College of Charleston,89,84,5,,-7.5
2022-02-28,Howard,South Carolina St.,72,62,10,,-10.1
2022-02-28,Iowa,Northwestern,82,61,21,,-10.2
2022-02-28,Morgan St.,Maryland Eastern Shore,82,48,34,,-0.5
2022-02-28,Norfolk St.,North Carolina Central,75,46,29,,-8.9
2022-02-28,North Carolina,Syracuse,88,79,9,,-6.8
2022-02-28,Oregon St.,Washington St.,97,103,-6,,9.3
2022-02-28,Prairie View A&M,Jackson St.,53,59,-6,,-4.4
2022-02-28,Southern,Florida A&M,58,49,9,,-9.8
2022-02-28,Texas,Baylor,61,68,-7,,-0.4
2022-02-28,Texas Southern,Alcorn St.,72,75,-3,,-6.9
2022-02-28,Texas Tech,Kansas St.,73,68,5,,-11.1
2022-02-28,Towson,Delaware,69,57,12,,-10.0
2022-02-28,Washington,UCLA,66,77,-11,,9.4
2022-02-28,Wyoming,San Diego St.,66,73,-7,,-0.2
2022-03-01,Air Force,San Jose St.,58,54,4,,-5.7
2022-03-01,Albany,Hartford,55,67,-12,,-3.2
2022-03-01,Ball St.,Akron,60,79,-19,,0.2
2022-03-01,Boise St.,Nevada,73,67,6,,-12.4
2022-03-01,Bowling Green,Ohio,80,77,3,,5.5
2022-03-01,Buffalo,Toledo,76,92,-16,,-0.2
2022-03-01,Central Arkansas,Stetson,74,73,1,,2.3
2022-03-01,Central Michigan,Miami OH,61,75,-14,,-0.2
2022-03-01,Detroit Mercy,Green BayDetroit,79,62,17,,-11.1
2022-03-01,Eastern Michigan,Western Michigan,60,71,-11,,-5.7
2022-03-01,Florida Gulf Coast,North Alabama,81,72,9,,-3.4
2022-03-01,Georgia,Tennessee,68,75,-7,,12.8
2022-03-01,Holy Cross,American,63,69,-6,,-1.6
2022-03-01,Houston,Cincinnati,71,53,18,,-16.9
2022-03-01,Kennesaw St.,Eastern Kentucky,82,73,9,,-6.1
2022-03-01,Kentucky,Mississippi,83,72,11,,-15.3
2022-03-01,Lafayette,Bucknell,81,82,-1,,-4.7
2022-03-01,Lipscomb,North Florida,74,65,9,,-4.0
2022-03-01,Maine,Vermont,56,75,-19,,17.7
2022-03-01,Manhattan,Saint Peter's,51,73,-22,,3.3
2022-03-01,Michigan,Michigan St.,87,70,17,,-4.6
2022-03-01,Milwaukee,Illinois Chicago,69,80,-11,,0.8
2022-03-01,Montana St.,Southern Utah,69,53,16,,-5.9
2022-03-01,Northern Illinois,Kent St.,55,63,-8,,6.2
2022-03-01,Oakland,IUPUI,69,58,11,,-22.2
2022-03-01,Ohio St.,Nebraska,70,78,-8,,-14.8
2022-03-01,Oklahoma,West Virginia,72,59,13,,-5.0
2022-03-01,Pittsburgh,Duke,56,86,-30,,14.0
2022-03-01,Richmond,Dayton,53,55,-2,,1.4
2022-03-01,South Carolina,Missouri,73,69,4,,-6.5
2022-03-01,Stony Brook,NJIT,87,68,19,,-11.5
2022-03-01,TCU,Kansas,74,64,10,,3.8
2022-03-01,UC Santa Barbara,Cal St. Northridge,70,61,9,,-15.5
2022-03-01,UMBC,Binghamton,78,68,10,,-8.0
2022-03-01,UMass Lowell,New Hampshire,48,64,-16,,-2.8
2022-03-01,USC,Arizona,71,91,-20,,3.8
2022-03-01,VCU,St. Bonaventure,74,51,23,,-6.1
2022-03-01,Vanderbilt,Florida,78,82,-4,,-1.2
2022-03-01,Villanova,Providence,76,74,2,,-8.8
2022-03-01,Virginia Tech,Louisville,75,43,32,,-11.1
2022-03-01,Wisconsin,Purdue,70,67,3,,0.9
2022-03-01,Youngstown St.,Robert Morris,73,77,-4,,-8.8
2022-03-02,Alabama,Texas A&M,71,87,-16,,-8.5
2022-03-02,Arkansas,LSU,77,76,1,,-4.9
2022-03-02,Austin Peay,Tennessee Tech,51,78,-27,,0.6
2022-03-02,Boston College,Miami FL,70,81,-11,,3.0
2022-03-02,Bryant,Central Connecticut,73,59,14,,-18.8
2022-03-02,Cal Baptist,Chicago St.,62,53,9,,-13.6
2022-03-02,Campbell,Presbyterian,75,72,3,,-4.2
2022-03-02,Charlotte,Middle Tennessee,60,56,4,,2.3
2022-03-02,Clemson,Georgia Tech,68,65,3,,-8.8
2022-03-02,Creighton,Connecticut,64,62,2,,1.4
2022-03-02,Davidson,George Mason,73,62,11,,-7.8
2022-03-02,DePaul,Marquette,91,80,11,,1.9
2022-03-02,Florida St.,Notre Dame,74,70,4,,1.8
2022-03-02,George Washington,Duquesne,98,93,5,,-7.9
2022-03-02,High Point,Hampton,84,77,7,,-6.9
2022-03-02,Indiana,Rutgers,63,66,-3,,-8.0
2022-03-02,Iowa St.,Oklahoma St.,36,53,-17,,-4.2
2022-03-02,LIU Brooklyn,Sacred Heart,82,75,7,,
2022-03-02,La Salle,Saint Joseph's,49,48,1,,1.3
2022-03-02,Lamar,UT Rio Grande Valley,63,67,-4,,1.0
2022-03-02,Louisiana Tech,Old Dominion,67,54,13,,-8.8
2022-03-02,Marshall,Western Kentucky,72,86,-14,,3.2
2022-03-02,Maryland,Minnesota,84,73,11,,-5.9
2022-03-02,Massachusetts,Fordham,81,73,8,,-1.4
2022-03-02,Mississippi St.,Auburn,68,81,-13,,3.5
2022-03-02,Mount St. Mary's,St. Francis NY,78,48,30,,-6.3
2022-03-02,New Mexico St.,Stephen F. Austin,71,73,-2,,-6.0
2022-03-02,New Orleans,Houston Baptist,75,74,1,,-11.7
2022-03-02,Radford,North Carolina A&T,71,78,-7,,-0.6
2022-03-02,Rhode Island,Saint Louis,74,80,-6,,2.2
2022-03-02,Seton Hall,Georgetown,73,68,5,,-15.3
2022-03-02,Southern Miss,UAB,68,81,-13,,15.1
2022-03-02,St. John's,Xavier,81,66,15,,-2.7
2022-03-02,Tennessee St.,SIU Edwardsville,77,62,15,,-1.2
2022-03-02,Texas A&M Corpus Chris,Nicholls St.,75,86,-11,,-0.1
2022-03-02,Tulsa,Wichita St.,62,72,-10,,2.0
2022-03-02,UNC Asheville,Charleston Southern,78,79,-1,,-9.7
2022-03-02,UNLV,Wyoming,64,57,7,,-3.2
2022-03-02,Wagner,St. Francis PA,82,53,29,,-13.7
2022-03-02,Wake Forest,North Carolina St.,101,76,25,,-11.9
2022-03-03,Abilene Christian,Dixie St.,80,64,16,,-12.0
2022-03-03,Alabama A&M,Grambling St.,71,63,8,,-1.1
2022-03-03,Alabama St.,Southern,77,67,10,,5.2
2022-03-03,Alcorn St.,Mississippi Valley St.,72,69,3,,-15.5
2022-03-03,Arizona,Stanford,81,69,12,,-19.4
2022-03-03,Arizona St.,California,71,44,27,,-4.8
2022-03-03,Arkansas St.,Louisiana Monroe,81,77,4,,-4.4
2022-03-03,Bellarmine,Florida Gulf Coast,81,68,13,,-3.5
2022-03-03,Boston University,Loyola MD,76,64,12,,-7.0
2022-03-03,Cal Poly,UC Irvine,65,54,11,,6.6
2022-03-03,Cal St. Bakersfield,UC San Diego,70,72,-2,,-1.6
2022-03-03,Cal St. Fullerton,UC Riverside,72,75,-3,,-1.6
2022-03-03,Canisius,Marist,78,67,11,,2.3
2022-03-03,Cleveland St.,Robert Morris,83,67,16,,-12.5
2022-03-03,Coastal Carolina,Georgia Southern,64,70,-6,,-5.3
2022-03-03,Colgate,Bucknell,96,68,28,,-16.3
2022-03-03,Coppin St.,Morgan St.,59,63,-4,,-1.9
2022-03-03,Eastern Washington,Northern Arizona,69,62,7,,-12.6
2022-03-03,FIU,Florida Atlantic,51,71,-20,,4.1
2022-03-03,Fairfield,Rider,65,59,6,,-5.1
2022-03-03,Grand Canyon,Utah Valley,68,57,11,,-5.1
2022-03-03,Hartford,UMass Lowell,73,83,-10,,-4.5
2022-03-03,Houston,Temple,84,46,38,,-17.2
2022-03-03,Idaho,Portland St.,68,79,-11,,0.9
2022-03-03,Idaho St.,Southern Utah,71,79,-8,,5.9
2022-03-03,Illinois,Penn St.,60,55,5,,-11.9
2022-03-03,Illinois St.,Indiana St.,58,53,5,,-0.7
2022-03-03,Jackson St.,Arkansas Pine Bluff,87,79,8,,-10.7
2022-03-03,Jacksonville,Central Arkansas,79,69,10,,-11.2
2022-03-03,Jacksonville St.,Kennesaw St.,78,67,11,,-8.6
2022-03-03,Kansas,TCU,72,68,4,,-10.1
2022-03-03,Lehigh,Army,91,77,14,,-2.3
2022-03-03,Liberty,Lipscomb,52,47,5,,-13.4
2022-03-03,Long Beach St.,UC Davis,68,65,3,,-5.3
2022-03-03,Louisiana Lafayette,UT Arlington,67,64,3,,
2022-03-03,Loyola Marymount,Pacific,86,66,20,,-3.7
2022-03-03,Manhattan,Iona,74,72,2,,8.9
2022-03-03,Maryland Eastern Shore,Delaware St.,63,59,4,,-11.0
2022-03-03,Michigan,Iowa,71,82,-11,,-1.6
2022-03-03,Monmouth,Quinnipiac,75,72,3,,-8.7
2022-03-03,Montana,Northern Colorado,66,75,-9,,-4.2
2022-03-03,Montana St.,Sacramento St.,75,69,6,,-14.1
2022-03-03,Morehead St.,Tennessee Tech,73,56,17,,-7.1
2022-03-03,Navy,American,71,64,7,,-12.5
2022-03-03,Niagara,Siena,74,52,22,,-2.0
2022-03-03,Norfolk St.,Howard,83,61,22,,-5.8
2022-03-03,North Carolina Central,South Carolina St.,67,62,5,,-3.7
2022-03-03,Northern Kentucky,Detroit,77,59,18,,-4.1
2022-03-03,Ohio St.,Michigan St.,80,69,11,,-5.1
2022-03-03,Purdue Fort Wayne,Illinois ChicagoFort Wayne,78,72,6,,-9.0
2022-03-03,SMU,Cincinnati,76,71,5,,-7.6
2022-03-03,Sam Houston St.,Tarleton St.,69,50,19,,-5.2
2022-03-03,San Diego,Pepperdine,74,67,7,,-3.0
2022-03-03,San Diego St.,Fresno St.,65,64,1,,-5.0
2022-03-03,South Alabama,Little Rock,71,75,-4,,-11.4
2022-03-03,South Florida,Memphis,64,73,-9,,10.0
2022-03-03,Southeast Missouri St.,Tennessee St.,79,55,24,,-1.0
2022-03-03,Tulane,UCF,82,67,15,,-4.8
2022-03-03,UC Santa Barbara,Hawaii,67,60,7,,-4.4
2022-03-03,UTEP,Rice,70,67,3,,-6.2
2022-03-03,UTSA,North Texas,48,59,-11,,13.7
2022-03-03,Valparaiso,Evansville,81,59,22,,-6.2
2022-03-03,Washington,Oregon,78,67,11,,3.0
2022-03-03,Washington St.,Oregon St.,71,67,4,,-15.9
2022-03-03,Wright St.,Oakland,75,63,12,,-2.7
2022-03-04,Akron,Central Michigan,57,56,1,,-14.3
2022-03-04,BYU,Loyola Marymount,85,60,25,,-9.1
2022-03-04,Belmont,Morehead St.,51,53,-2,,-2.8
2022-03-04,Drake,Southern Illinois,65,52,13,,-2.5
2022-03-04,East Tennessee St.,The Citadel,76,84,-8,,-6.0
2022-03-04,Gardner Webb,Campbell,54,53,1,,-2.4
2022-03-04,Kent St.,Buffalo,70,65,5,,-4.5
2022-03-04,Longwood,North Carolina A&T,79,65,14,,-7.4
2022-03-04,Loyola Chicago,Bradley,66,50,16,,-3.1
2022-03-04,Mercer,Western Carolina,81,53,28,,-7.2
2022-03-04,Miami OH,Eastern Michigan,76,63,13,,-5.8
2022-03-04,Missouri St.,Valparaiso,67,58,9,,-9.7
2022-03-04,Murray St.,Southeast Missouri St.,88,74,14,,-13.5
2022-03-04,Northern Illinois,Ohio,58,57,1,,6.9
2022-03-04,Northern Iowa,Illinois St.,78,65,13,,-7.1
2022-03-04,Portland,San Diego,73,55,18,,-2.3
2022-03-04,San Jose St.,Utah St.,52,75,-23,,11.9
2022-03-04,St. Bonaventure,Richmond,72,65,7,,-3.5
2022-03-04,Toledo,Bowling Green,96,56,40,,-18.2
2022-03-04,USC Upstate,Charleston Southern,72,62,10,,-7.3
2022-03-04,Western Michigan,Ball St.,63,64,-1,,1.3
2022-03-04,Winthrop,High Point,68,51,17,,-1.8
2022-03-05,Abilene Christian,Tarleton St.,61,56,5,,-7.1
2022-03-05,Alabama A&M,Southern,49,50,-1,,4.4
2022-03-05,Alabama St.,Grambling St.,78,75,3,,-3.4
2022-03-05,Alcorn St.,Arkansas Pine Bluff,100,77,23,,-13.6
2022-03-05,Appalachian St.,Georgia Southern,73,60,13,,-4.7
2022-03-05,Arizona,California,89,61,28,,-18.2
2022-03-05,Arizona St.,Stanford,65,56,9,,-6.0
2022-03-05,Auburn,South Carolina,82,71,11,,-15.8
2022-03-05,Baylor,Iowa St.,75,68,7,,-10.2
2022-03-05,Bryant,Mount St. Mary's,70,69,1,,-6.9
2022-03-05,Butler,Villanova,59,78,-19,,8.1
2022-03-05,Cal Poly,UC San Diego,80,76,4,,-1.6
2022-03-05,Cal St. Bakersfield,UC Irvine,61,66,-5,,5.0
2022-03-05,Cal St. Fullerton,UC Davis,62,59,3,,-3.5
2022-03-05,Cal St. Northridge,Hawaii,62,84,-22,,7.1
2022-03-05,Canisius,Siena,67,64,3,,-1.4
2022-03-05,Chattanooga,The Citadel,71,66,5,,-10.5
2022-03-05,Clemson,Virginia Tech,63,59,4,,1.3
2022-03-05,Colorado St.,Boise St.,71,68,3,,-1.9
2022-03-05,Columbia,Cornell,64,78,-14,,11.3
