date,home_team,away_team,home_score,away_score,margin,neutral_site,closing_spread
2023-11-28,Marquette,Southern,93,56,37,,-28.8
2023-11-28,Maryland,Rider,103,76,27,,-15.2
2023-11-28,Miami OH,Spalding,82,43,39,,
2023-11-28,Michigan St.,Georgia Southern,86,55,31,,-24.3
2023-11-28,Mississippi,North Carolina St.,72,52,20,,-1.0
2023-11-28,New Mexico St.,Southwest (NM),84,49,35,,
2023-11-28,Norfolk St.,William & Mary,96,62,34,,-4.3
2023-11-28,North Dakota,Concordia-M'head,87,56,31,,
2023-11-28,Pepperdine,Idaho St.,77,62,15,,-8.6
2023-11-28,Pittsburgh,Missouri,64,71,-7,,-6.1
2023-11-28,Portland St.,Portland,75,74,1,,-3.4
2023-11-28,Providence,Wagner,86,52,34,,-17.7
2023-11-28,Purdue,Texas Southern,99,67,32,,-24.9
2023-11-28,SIU Edwardsville,Mo. Baptist,86,62,24,,
2023-11-28,Saint Louis,Utah St.,76,81,-5,,1.1
2023-11-28,South Carolina,Notre Dame,65,53,12,,-10.5
2023-11-28,South Dakota,Waldorf,93,71,22,,
2023-11-28,Southeastern Louisiana,Southern-N.O.,101,55,46,,
2023-11-28,Southern Indiana,East-West U.,107,49,58,,
2023-11-28,Syracuse,LSU,80,57,23,,-0.2
2023-11-28,Tennessee Tech,Western Carolina,65,69,-4,,1.3
2023-11-28,The Citadel,Charleston Southern,81,52,29,,-5.3
2023-11-28,UAB,McNeese St.,60,81,-21,,-12.5
2023-11-28,UNLV,Akron,72,70,2,,-5.4
2023-11-28,Washington,UC San Diego,83,56,27,,-13.3
2023-11-28,Winthrop,Bob Jones,90,49,41,,
2023-11-29,Alabama A&M,Tennessee St.,85,83,2,,7.0
2023-11-29,Albany,Boston University,86,72,14,,-9.6
2023-11-29,Appalachian St.,East Tennessee St.,72,61,11,,-13.3
2023-11-29,Arizona St.,Sam Houston St.,78,61,17,,-6.1
2023-11-29,Arkansas,Duke,80,75,5,,0.3
2023-11-29,Army,Central Connecticut,51,79,-28,,-2.8
2023-11-29,Auburn,Virginia Tech,74,57,17,,-8.5
2023-11-29,Austin Peay,Morehead St.,50,61,-11,,-1.1
2023-11-29,Bucknell,Princeton,71,85,-14,,13.4
2023-11-29,Cal Poly,San Jose St.,81,77,4,,12.4
2023-11-29,Charlotte,Davidson,81,85,-4,,-6.2
2023-11-29,Coastal Carolina,USC Upstate,72,70,2,,0.5
2023-11-29,Colgate,Binghamton,84,49,35,,-10.2
2023-11-29,Colorado St.,Colorado,88,83,5,,-2.2
2023-11-29,Columbia,Loyola MD,69,57,12,,-5.6
2023-11-29,Cornell,Monmouth,91,87,4,,-14.6
2023-11-29,Detroit,Oakland,50,65,-15,,6.1
2023-11-29,Duquesne,UC Irvine,66,62,4,,-5.7
2023-11-29,East Texas A&M,Dallas ChristianTexas A&M Commerce,100,48,52,,
2023-11-29,FIU,Florida Gulf Coast,65,68,-3,,-1.4
2023-11-29,Florida A&M,Albany St. (GA),85,92,-7,,
2023-11-29,Florida St.,Georgia,66,68,-2,,-6.0
2023-11-29,George Mason,NJIT,86,68,18,,-20.5
2023-11-29,Georgetown,Merrimack,69,67,2,,-10.6
2023-11-29,Harvard,American,80,75,5,,-8.0
2023-11-29,High Point,Morgan St.,77,59,18,,-12.7
2023-11-29,Holy Cross,Maine,57,72,-15,,1.4
2023-11-29,Idaho,Denver,65,67,-2,,6.7
2023-11-29,Iona,Marist,64,68,-4,,-6.5
2023-11-29,Iowa,North Florida,103,78,25,,-25.8
2023-11-29,Jacksonville,Campbell,62,48,14,,-6.9
2023-11-29,James Madison,Buffalo,81,66,15,,-22.5
2023-11-29,Lafayette,Drexel,48,69,-21,,5.4
2023-11-29,Le Moyne,Fredonia,92,54,38,,
2023-11-29,Lehigh,St. Francis PA,61,62,-1,,-17.3
2023-11-29,Lipscomb,Chattanooga,82,68,14,,-7.0
2023-11-29,Louisville,Bellarmine,73,68,5,,-4.8
2023-11-29,Loyola Marymount,Central Arkansas,90,63,27,,-18.0
2023-11-29,Missouri St.,Evansville,90,78,12,,-13.4
2023-11-29,Murray St.,Bradley,79,72,7,,2.7
2023-11-29,Navy,VMI,67,47,20,,-9.0
2023-11-29,Nevada,Montana,77,66,11,,-13.7
2023-11-29,New Mexico,Louisiana Tech,74,65,9,,-10.1
2023-11-29,North Carolina,Tennessee,100,92,8,,-2.3
2023-11-29,Northern Iowa,Belmont,70,90,-20,,-9.8
2023-11-29,Northern Kentucky,Robert Morris,77,59,18,,-7.8
2023-11-29,Ohio St.,Central Michigan,88,61,27,,-23.5
2023-11-29,Old Dominion,Radford,69,68,1,,-0.5
2023-11-29,Pacific,Cal St. Northridge,69,80,-11,,-7.6
2023-11-29,Purdue Fort Wayne,Green BayFort Wayne,75,71,4,,-3.8
2023-11-29,Queens,Gardner Webb,83,80,3,,0.1
2023-11-29,SMU,Dayton,63,65,-2,,-1.5
2023-11-29,San Diego,Northern Colorado,74,72,2,,-8.3
2023-11-29,Santa Clara,Menlo,106,69,37,,
2023-11-29,Seton Hall,Northeastern,88,75,13,,-12.8
2023-11-29,Southern Utah,Cal Baptist,66,91,-25,,1.1
2023-11-29,Stephen F. Austin,Tarleton St.,66,68,-2,,-9.8
2023-11-29,Stetson,Coastal Georgia,94,49,45,,
2023-11-29,Stonehill,UMass Lowell,74,80,-6,,15.2
2023-11-29,Temple,La Salle,106,99,7,,-7.1
2023-11-29,Tulane,Prairie View A&M,98,77,21,,-16.6
2023-11-29,UC Santa Barbara,Northern Arizona,70,59,11,,-8.6
2023-11-29,USC,Eastern Washington,106,78,28,,-20.6
2023-11-29,UT Arlington,Abilene Christian,86,71,15,,-1.2
2023-11-29,UT Rio Grande Valley,Grand Canyon,69,79,-10,,14.1
2023-11-29,UTEP,Texas A&M Corpus Chris,63,67,-4,,-15.0
2023-11-29,Utah Valley,Seattle,78,72,6,,2.9
2023-11-29,Valparaiso,Drake,65,83,-18,,11.4
2023-11-29,Vanderbilt,Boston College,62,80,-18,,-3.0
2023-11-29,Vermont,Dartmouth,64,53,11,,-10.9
2023-11-29,Villanova,Saint Joseph's,65,78,-13,,-13.9
2023-11-29,Virginia,Texas A&M,59,47,12,,-0.1
2023-11-29,Wake Forest,Florida,82,71,11,,4.1
2023-11-29,Western Kentucky,Camp. Harrodsburg,101,77,24,,
2023-11-29,Wichita St.,Richmond,80,68,12,,-4.5
2023-11-29,Wright St.,IUPUI,103,74,29,,-20.3
2023-11-29,Yale,Stony Brook,79,71,8,,-10.6
2023-11-29,Youngstown St.,Cleveland St.,94,69,25,,0.7
2023-11-30,Butler,Texas Tech,103,95,8,,-0.5
2023-11-30,Chicago St.,Delaware St.,69,76,-7,,-5.3
2023-11-30,Coppin St.,UMBC,89,70,19,,4.9
2023-11-30,East Carolina,UNC Wilmington,74,66,8,,1.6
2023-11-30,Elon,Warren Wilson,127,56,71,,
2023-11-30,Florida Atlantic,Liberty,83,58,25,,-9.3
2023-11-30,Fordham,Fairleigh Dickinson,80,52,28,,-13.7
2023-11-30,Hofstra,South Florida,82,63,19,,-7.5
2023-11-30,Illinois Chicago,Illinois St.,64,69,-5,,-8.9
2023-11-30,Jacksonville St.,South Alabama,70,52,18,,-1.3
2023-11-30,Kent St.,Shawnee St.,103,61,42,,
2023-11-30,Longwood,Apprentice,95,46,49,,
2023-11-30,Minnesota,New Orleans,97,64,33,,-11.8
2023-11-30,Montana St.,Rocky Mountain,62,70,-8,,
2023-11-30,Nebraska Omaha,Bellevue,78,59,19,,
2023-11-30,North Alabama,Tennessee Tech,86,71,15,,-6.9
2023-11-30,Oklahoma,Arkansas Pine Bluff,107,86,21,,-27.2
2023-11-30,Oklahoma St.,Creighton,65,79,-14,,5.1
2023-11-30,Oregon St.,UC Davis,71,59,12,,-2.7
2023-11-30,Rice,Tennessee Martin,98,78,20,,-4.8
2023-11-30,Sacred Heart,New Hampshire,84,90,-6,,-4.9
2023-11-30,Samford,Louisiana Lafayette,88,65,23,,-3.9
2023-11-30,Texas,Texas St.,77,58,19,,-17.9
2023-11-30,UCLA,UC Riverside,66,65,1,,-16.7
2023-11-30,UMKC,Southeast Missouri St.,74,44,30,,-8.8
2023-11-30,UTSA,Lamar,86,83,3,,-5.0
2023-11-30,Utah,Hawaii,79,66,13,,-9.7
2023-11-30,Western Illinois,Hannibal-La Grange,92,40,52,,
2023-12-01,Army,SUNY Maritime,74,39,35,,
2023-12-01,Bethune Cookman,Incarnate Word,96,82,14,,-1.4
2023-12-01,Brown,Bryant,66,69,-3,,-5.0
2023-12-01,Cal St. Fullerton,North Dakota,64,54,10,,-9.7
2023-12-01,Canisius,Quinnipiac,93,73,20,,-2.9
2023-12-01,DePaul,Iowa St.,80,99,-19,,8.8
2023-12-01,Eastern Michigan,Lake Superior St.,68,53,15,,
2023-12-01,Fairfield,Iona,67,78,-11,,3.5
2023-12-01,Fresno St.,BYU,56,85,-29,,11.3
2023-12-01,Georgia,Mercer,80,69,11,,-12.0
2023-12-01,Indiana,Maryland,65,53,12,,-3.3
2023-12-01,Kansas,Connecticut,69,65,4,,-2.5
2023-12-01,LSU,Southeastern Louisiana,73,66,7,,-16.3
2023-12-01,Liberty,College of Charleston,67,76,-9,,-3.1
2023-12-01,Little Rock,Arkansas St.,77,66,11,,-0.7
2023-12-01,Manhattan,Mount St. Mary's,75,74,1,,3.6
2023-12-01,Niagara,Saint Peter's,67,72,-5,,-2.5
2023-12-01,Northwestern,Purdue,92,88,4,,5.5
2023-12-01,Portland,Wyoming,81,70,11,,-6.1
2023-12-01,Queens,Carolina Christian,134,69,65,,
2023-12-01,Saint Mary's,Boise St.,60,63,-3,,-4.5
2023-12-01,Siena,Rider,67,65,2,,2.8
2023-12-01,South Carolina,George Washington,89,67,22,,-12.1
2023-12-01,Towson,South Dakota St.,48,61,-13,,2.8
2023-12-01,Troy,SIU Edwardsville,83,60,23,,-4.0
2023-12-01,UAB,Southern Miss,82,85,-3,,-7.3
2023-12-01,UC San Diego,San Diego St.,62,63,-1,,11.2
2023-12-01,UNC Asheville,Johnson (TN),97,51,46,,
2023-12-01,UNC Greensboro,William Peace,88,56,32,,
2023-12-01,VCU,Norfolk St.,60,63,-3,,-12.8
2023-12-01,West Virginia,St. John's,73,79,-6,,-0.8
2023-12-01,Western Michigan,St. Thomas,51,66,-15,,-1.7
2023-12-01,Xavier,Houston,60,66,-6,,6.1
2023-12-02,Abilene Christian,Stephen F. Austin,74,79,-5,,-1.1
2023-12-02,Albany,Dartmouth,73,68,5,,-2.6
2023-12-02,American,St. Francis PA,73,75,-2,,-15.9
2023-12-02,Arizona,Colgate,82,55,27,,-15.4
2023-12-02,Ball St.,Bellarmine,67,58,9,,2.5
2023-12-02,Baylor,Northwestern St.,91,40,51,,-34.1
2023-12-02,Belmont,Valparaiso,77,68,9,,-13.5
2023-12-02,Boston College,North Carolina St.,78,84,-6,,-1.1
2023-12-02,Bradley,Indiana St.,77,85,-8,,-3.6
2023-12-02,Buffalo,St. Bonaventure,65,80,-15,,9.4
2023-12-02,California,Santa Clara,84,69,15,,-3.5
2023-12-02,Campbell,Southern Va.,87,56,31,,
2023-12-02,Central Connecticut,Holy Cross,78,67,11,,-5.5
2023-12-02,Charleston Southern,South Carolina St.,66,64,2,,-2.7
2023-12-02,Cleveland St.,Detroit,69,58,11,,-12.7
2023-12-02,Coastal Carolina,Winthrop,87,90,-3,,5.6
2023-12-02,Davidson,Wright St.,82,73,9,,0.7
2023-12-02,Dayton,Grambling St.,76,46,30,,-15.5
2023-12-02,Denver,Colorado Col.,90,66,24,,
2023-12-02,Drake,Missouri St.,74,57,17,,-3.6
2023-12-02,Eastern Illinois,UHSP,112,50,62,,
2023-12-02,Evansville,Northern Iowa,91,89,2,,3.8
2023-12-02,FIU,LIU Brooklyn,74,59,15,,-14.8
2023-12-02,Florida Atlantic,College of Charleston,90,74,16,,-14.5
2023-12-02,Gardner Webb,Western Carolina,82,77,5,,-3.3
2023-12-02,Georgetown,TCU,83,84,-1,,9.0
2023-12-02,Georgia Southern,Jacksonville,79,81,-2,,-1.1
2023-12-02,Georgia Tech,Duke,72,68,4,,5.0
2023-12-02,Grand Canyon,UT Arlington,76,69,7,,-10.2
2023-12-02,Green Bay,Milwaukee,70,58,12,,1.2
2023-12-02,IUPUI,Northern Kentucky,55,71,-16,,6.8
2023-12-02,Idaho,Cal Poly,85,70,15,,-1.0
2023-12-02,Idaho St.,Lindenwood,76,70,6,,-7.6
2023-12-02,Kansas St.,North Alabama,75,74,1,,-16.3
2023-12-02,Kennesaw St.,Georgia St.,88,77,11,,-2.2
2023-12-02,Kentucky,UNC Wilmington,73,80,-7,,-13.2
2023-12-02,Lafayette,Cornell,71,79,-8,,6.7
2023-12-02,Long Beach St.,Sacramento St.,83,73,10,,-13.3
2023-12-02,Louisiana Tech,Nicholls St.,68,55,13,,-11.3
2023-12-02,Loyola Chicago,Harvard,75,53,22,,-7.3
2023-12-02,Loyola MD,Delaware St.,73,79,-6,,-7.0
2023-12-02,Marshall,Miami OH,74,79,-5,,-10.4
2023-12-02,Massachusetts,South Florida,66,56,10,,-5.6
2023-12-02,McNeese St.,Tennessee Martin,91,80,11,,-7.2
2023-12-02,Merrimack,UMass Lowell,74,68,6,,6.8
2023-12-02,Miami FL,Notre Dame,62,49,13,,-16.1
2023-12-02,Middle Tennessee,Wofford,64,74,-10,,-11.5
2023-12-02,Mississippi,Memphis,80,77,3,,-0.6
2023-12-02,Montana,San Jose St.,75,58,17,,1.1
2023-12-02,NJIT,Fairleigh Dickinson,68,71,-3,,0.4
2023-12-02,Nevada,Loyola Marymount,73,59,14,,-12.2
2023-12-02,New Mexico,New Mexico St.,106,62,44,,-19.4
2023-12-02,North Carolina,Florida St.,78,70,8,,-13.1
2023-12-02,North Carolina A&T,The Citadel,68,85,-17,,7.0
2023-12-02,North Carolina Central,USC Upstate,82,85,-3,,-0.0
2023-12-02,North Florida,High Point,79,86,-7,,3.8
2023-12-02,North Texas,Mississippi Valley St.,79,48,31,,-20.7
2023-12-02,Northeastern,Old Dominion,81,68,13,,-3.1
2023-12-02,Northern Arizona,Pacific,78,58,20,,-3.3
2023-12-02,Northern Colorado,Cal St. Northridge,75,71,4,,-3.9
2023-12-02,Oakland,Fort Wayne,77,98,-21,,-12.4
2023-12-02,Ohio,Delaware,74,73,1,,-6.3
2023-12-02,Oral Roberts,Tulsa,79,70,9,,-4.0
2023-12-02,Oregon,Michigan,86,83,3,,-5.5
2023-12-02,Penn,La Salle,92,93,-1,,0.9
2023-12-02,Penn St.,Bucknell,67,76,-9,,-17.8
2023-12-02,Princeton,Furman,70,69,1,,-8.2
2023-12-02,Providence,Rhode Island,84,69,15,,-13.8
2023-12-02,Rice,Houston Christian,65,56,9,,-17.7
2023-12-02,Richmond,William & Mary,88,69,19,,-14.8
2023-12-02,Robert Morris,Youngstown St.,57,71,-14,,-0.5
2023-12-02,Rutgers,Illinois,58,76,-18,,-2.0
2023-12-02,Sacred Heart,Boston University,49,70,-21,,-11.1
2023-12-02,Seattle,Southern Utah,73,63,10,,-14.1
2023-12-02,Southern Illinois,Saint Louis,101,62,39,,-4.7
2023-12-02,Southern Indiana,Bowling Green,52,54,-2,,5.2
2023-12-02,Stonehill,Binghamton,64,79,-15,,3.8
2023-12-02,Stony Brook,Wagner,59,60,-1,,-8.0
2023-12-02,Tarleton St.,UT Rio Grande Valley,77,75,2,,-13.2
2023-12-02,Temple,Saint Joseph's,65,74,-9,,4.0
2023-12-02,Tennessee St.,Austin Peay,69,65,4,,-7.9
2023-12-02,Toledo,George Mason,77,86,-9,,0.8
2023-12-02,UCF,Lipscomb,72,57,15,,-8.2
2023-12-02,UMBC,Lehigh,92,87,5,,1.5
2023-12-02,USC,Gonzaga,76,89,-13,,1.0
2023-12-02,Utah St.,UC Irvine,79,69,10,,-3.4
2023-12-02,Utah Tech,Utah Valley,65,53,12,,-1.1
2023-12-02,VMI,Presbyterian,71,75,-4,,6.3
2023-12-02,Vanderbilt,Alabama A&M,78,59,19,,-17.2
2023-12-02,Vermont,Yale,66,65,1,,-0.9
2023-12-02,Villanova,Drexel,55,57,-2,,-8.2
2023-12-02,Virginia,Syracuse,84,62,22,,-8.4
2023-12-02,Washington,Colorado St.,81,86,-5,,3.3
2023-12-02,Washington St.,Portland St.,71,61,10,,-11.2
2023-12-02,Wisconsin,Marquette,75,64,11,,0.6
2023-12-03,Alabama St.,MUW,80,60,20,,
2023-12-03,Appalachian St.,Auburn,69,64,5,,5.7
2023-12-03,Arizona St.,San Francisco,72,61,11,,-4.9
2023-12-03,Cal St. Fullerton,Stanton,102,52,50,,
2023-12-03,Canisius,Saint Peter's,52,54,-2,,-5.7
2023-12-03,Chicago St.,Stetson,77,54,23,,5.9
2023-12-03,Cincinnati,Florida Gulf Coast,99,62,37,,-13.5
2023-12-03,Colorado,Pepperdine,91,66,25,,-16.1
2023-12-03,Fordham,Tulane,81,89,-8,,-0.6
2023-12-03,Hampton,Virginia-Lynchburg,121,66,55,,
2023-12-03,Hawaii,Central Arkansas,95,76,19,,-19.0
2023-12-03,Illinois St.,Murray St.,76,72,4,,0.2
2023-12-03,Jacksonville St.,East Tennessee St.,59,61,-2,,-6.1
2023-12-03,James Madison,Keystone,130,59,71,,
2023-12-03,Maine,Brown,60,49,11,,-1.7
2023-12-03,Marist,Manhattan,70,56,14,,-9.2
2023-12-03,Mississippi St.,Southern,59,60,-1,,-23.7
2023-12-03,Missouri,Wichita St.,82,72,10,,-5.5
2023-12-03,Morehead St.,Chattanooga,87,80,7,,-3.9
2023-12-03,Morgan St.,Longwood,54,88,-34,,5.7
2023-12-03,Mount St. Mary's,Siena,80,48,32,,-11.2
2023-12-03,Navy,Coppin St.,75,52,23,,-8.5
2023-12-03,Nebraska,Creighton,60,89,-29,,0.8
2023-12-03,New Hampshire,Columbia,80,71,9,,-4.3
2023-12-03,Niagara,Quinnipiac,68,75,-7,,-0.7
2023-12-03,Ohio St.,Minnesota,84,74,10,,-10.5
2023-12-03,Pittsburgh,Clemson,70,79,-9,,-1.5
2023-12-03,Portland,Air Force,58,80,-22,,-4.6
2023-12-03,Radford,Elon,82,72,10,,-10.3
2023-12-03,Rider,Fairfield,81,88,-7,,-6.0
2023-12-03,SMU,Texas A&M Commerce,90,47,43,,-12.8
2023-12-03,Sam Houston St.,Lamar,90,70,20,,-14.1
2023-12-03,Samford,LaGrange,128,82,46,,
2023-12-03,Southeast Missouri St.,Mo. Baptist,84,56,28,,
2023-12-03,Stanford,San Diego,88,64,24,,-13.8
2023-12-03,Tennessee Tech,Alice Lloyd,108,82,26,,
2023-12-03,UC Riverside,North Dakota,68,62,6,,-5.7
2023-12-03,Virginia Tech,Louisville,75,68,7,,-12.7
2023-12-03,Western Illinois,South Dakota,68,70,-2,,-1.7
2023-12-03,Western Kentucky,Eastern Kentucky,79,69,10,,-0.2
2023-12-04,Alabama,Arkansas St.,89,65,24,,-21.8
2023-12-04,Arkansas,Furman,97,83,14,,-12.8
2023-12-04,Bellarmine,Boyce,88,54,34,,
2023-12-04,Coastal Carolina,St. Andrews,110,46,64,,
2023-12-04,East Carolina,Maryland Eastern Shore,63,52,11,,-16.5
2023-12-04,Georgia St.,Middle Ga. St.,89,57,32,,
2023-12-04,North Dakota St.,San Jose St.,83,78,5,,1.2
2023-12-04,Oregon St.,Cal Poly,70,63,7,,-13.8
2023-12-04,Purdue,Iowa,87,68,19,,-14.8
2023-12-04,UTEP,Western New Mexico,90,62,28,,
2023-12-05,Akron,Bradley,67,52,15,,-0.8
2023-12-05,Albany,SUNY Potsdam,98,59,39,,
2023-12-05,Appalachian St.,Central Penn,111,35,76,,
2023-12-05,Army,Le Moyne,68,51,17,,-5.8
2023-12-05,Austin Peay,Midway,98,44,54,,
2023-12-05,BYU,Evansville,96,55,41,,-23.1
2023-12-05,Baylor,Seton Hall,78,60,18,,-10.3
2023-12-05,Boise St.,North Texas,69,64,5,,-5.3
2023-12-05,Boston College,Central Connecticut,82,68,14,,-16.2
2023-12-05,Butler,Buffalo,72,59,13,,-21.7
2023-12-05,Cal St. Bakersfield,Whittier,106,58,48,,
2023-12-05,Charlotte,Stetson,85,62,23,,-7.1
2023-12-05,Columbia,Lafayette,83,72,11,,-6.2
2023-12-05,Delaware St.,Gwynedd Mercy,105,58,47,,
2023-12-05,Florida,Merrimack,77,57,20,,-20.7
2023-12-05,Florida Gulf Coast,New College (FL),87,54,33,,
2023-12-05,Fresno St.,Idaho St.,79,67,12,,-9.5
2023-12-05,George Washington,Navy,79,77,2,,-9.2
2023-12-05,Georgia,Georgia Tech,76,62,14,,-2.8
2023-12-05,Gonzaga,Arkansas Pine Bluff,111,71,40,,-34.4
2023-12-05,Grand Canyon,San Diego St.,79,73,6,,2.7
2023-12-05,High Point,Western Carolina,97,71,26,,-2.3
2023-12-05,Idaho,Pacific,83,53,30,,3.1
2023-12-05,Illinois,Florida Atlantic,98,89,9,,3.7
2023-12-05,Kansas,UMKC,88,69,19,,-25.5
2023-12-05,Kansas St.,Villanova,72,71,1,,0.5
2023-12-05,Kennesaw St.,UNC Asheville,79,76,3,,-1.9
2023-12-05,Liberty,Mississippi Valley St.,74,39,35,,-24.2
2023-12-05,Louisiana Monroe,Champion Chris.,110,63,47,,
2023-12-05,McNeese St.,MUW,92,23,69,,
2023-12-05,Michigan,Indiana,75,78,-3,,-3.6
2023-12-05,Michigan St.,Wisconsin,57,70,-13,,-5.7
2023-12-05,Middle Tennessee,Missouri St.,77,73,4,,0.1
2023-12-05,Mississippi,Mount St. Mary's,77,68,9,,-12.1
2023-12-05,Montana,Mont. St.-Northern,91,67,24,,
2023-12-05,New Orleans,Belhaven,79,65,14,,
2023-12-05,North Carolina,Connecticut,76,87,-11,,2.6
2023-12-05,North Florida,Edward Waters,99,47,52,,
2023-12-05,Northern Illinois,Indiana St.,67,90,-23,,2.8
2023-12-05,Notre Dame,Western Michigan,86,65,21,,-8.8
2023-12-05,Oklahoma,Providence,72,51,21,,-3.1
2023-12-05,Princeton,Drexel,81,70,11,,-4.1
2023-12-05,Saint Mary's,Cleveland St.,70,57,13,,-13.5
2023-12-05,South Dakota St.,Kent St.,73,82,-9,,0.2
2023-12-05,Southern Illinois,Oklahoma St.,70,68,2,,-1.3
2023-12-05,Stephen F. Austin,Louisiana Tech,49,56,-7,,-3.9
2023-12-05,Syracuse,Cornell,81,70,11,,-4.9
2023-12-05,Tarleton St.,Hardin-Simmons,92,56,36,,
2023-12-05,Tennessee,George Mason,87,66,21,,-12.5
2023-12-05,The Citadel,Pfeiffer,88,60,28,,
2023-12-05,Tulsa,Loyola Chicago,88,77,11,,3.8
2023-12-05,UC San Diego,Occidental,98,67,31,,
2023-12-05,UMass Lowell,Fisher,117,69,48,,
2023-12-05,Utah,Southern Utah,88,86,2,,-22.9
2023-12-05,Utah Valley,Weber St.,70,54,16,,1.9
2023-12-05,Virginia,North Carolina Central,77,47,30,,-19.2
2023-12-05,Washington,Montana St.,85,61,24,,-15.6
2023-12-05,Winthrop,Queens,88,82,6,,-8.9
2023-12-05,Wyoming,South Dakota Mines,80,59,21,,
2023-12-05,Xavier,Delaware,80,87,-7,,-10.4
2023-12-06,Abilene Christian,Northern Arizona,76,78,-2,,-9.0
2023-12-06,Arizona St.,SMU,76,74,2,,-3.9
2023-12-06,Belmont,Lipscomb,72,71,1,,-2.9
2023-12-06,Boston University,Maine,65,74,-9,,3.7
2023-12-06,Cal Baptist,Utah Tech,69,72,-3,,-7.7
2023-12-06,Canisius,Robert Morris,87,80,7,,-7.1
2023-12-06,Central Michigan,Valparaiso,71,67,4,,-4.0
2023-12-06,Clemson,South Carolina,72,67,5,,-9.6
2023-12-06,Colgate,VTSU Lyndon,115,37,78,,
2023-12-06,Colorado St.,Denver,90,80,10,,-22.2
2023-12-06,Coppin St.,Wagner,59,62,-3,,5.9
2023-12-06,Dartmouth,New Hampshire,76,64,12,,-2.5
2023-12-06,Davidson,Campbell,62,50,12,,-11.9
2023-12-06,Detroit Mercy,Ball St.Detroit,65,68,-3,,-0.9
2023-12-06,Drake,Saint Louis,75,69,6,,-10.8
2023-12-06,Fordham,NJIT,77,80,-3,,-17.0
2023-12-06,Gardner Webb,Wofford,66,81,-15,,-8.8
2023-12-06,Houston,Rice,75,39,36,,-24.7
2023-12-06,Houston Christian,S'western Adventist,95,58,37,,
2023-12-06,Illinois St.,Northern Kentucky,62,59,3,,-1.1
2023-12-06,Iona,Hofstra,57,62,-5,,1.3
2023-12-06,La Salle,Loyola MD,62,61,1,,-9.3
2023-12-06,Long Beach St.,LIFE Pacific,88,66,22,,
2023-12-06,Marquette,Texas,86,65,21,,-6.7
2023-12-06,Marshall,Duquesne,72,85,-13,,5.3
2023-12-06,Maryland,Penn St.,81,75,6,,-8.7
2023-12-06,Mercer,South Alabama,62,83,-21,,-2.6
2023-12-06,Miami FL,LIU Brooklyn,97,49,48,,-29.3
2023-12-06,Minnesota,Nebraska,76,65,11,,2.5
2023-12-06,Morgan St.,UMBC,92,80,12,,-2.5
2023-12-06,N.C. State,Maryland Eastern ShoreNorth Carolina St.,93,61,32,,-24.6
2023-12-06,Nevada,UC Davis,80,68,12,,-15.1
2023-12-06,New Mexico,UC Santa Barbara,84,61,23,,-15.6
2023-12-06,Niagara,St. Bonaventure,60,94,-34,,7.9
2023-12-06,Northeastern,Vermont,71,73,-2,,2.0
2023-12-06,Northern Iowa,Richmond,78,73,5,,-1.3
2023-12-06,Oakland,Toledo,68,69,-1,,-4.3
2023-12-06,Ohio,Youngstown St.,72,78,-6,,-9.8
2023-12-06,Ohio St.,Miami OH,84,64,20,,-20.7
2023-12-06,Penn,FDU-Florham,111,57,54,,
2023-12-06,Pepperdine,Cal St. Fullerton,55,60,-5,,-1.8
2023-12-06,Portland St.,Lewis & Clark,104,60,44,,
2023-12-06,Presbyterian,Florida A&M,60,65,-5,,-4.4
2023-12-06,Purdue Fort Wayne,Fort WayneSouthern Indiana,57,70,-13,,-4.0
2023-12-06,Rhode Island,Brown,64,67,-3,,-6.0
2023-12-06,SIU Edwardsville,Green Bay,78,69,9,,-5.5
2023-12-06,Saint Joseph's,American,69,53,16,,-14.7
2023-12-06,Siena,Bryant,51,67,-16,,7.1
2023-12-06,Southeast Missouri St.,Harris-Stowe,95,45,50,,
2023-12-06,St. John's,Sacred Heart,85,50,35,,-19.9
2023-12-06,St. Thomas,Milwaukee,75,71,4,,-4.0
2023-12-06,Stony Brook,Stonehill,81,63,18,,-14.6
2023-12-06,Temple,Bloomsburg,85,55,30,,
2023-12-06,Texas A&M,DePaul,89,64,25,,-17.5
2023-12-06,Texas A&M Corpus Chris,UT Rio Grande Valley,74,76,-2,,-5.6
2023-12-06,Texas Tech,Nebraska Omaha,87,58,29,,-19.5
2023-12-06,Towson,Massachusetts,81,71,10,,0.4
2023-12-06,UCF,Jacksonville,94,52,42,,-13.7
2023-12-06,UT Arlington,UNT Dallas,74,37,37,,
2023-12-06,Utah St.,San Diego,108,81,27,,-13.8
2023-12-06,VCU,Memphis,80,85,-5,,1.4
2023-12-06,Vanderbilt,San Francisco,60,73,-13,,-1.0
2023-12-06,Wake Forest,Rutgers,76,57,19,,-1.3
2023-12-06,Washington St.,UC Riverside,86,49,37,,-13.7
2023-12-06,West Virginia,Pittsburgh,63,80,-17,,-0.8
2023-12-06,Western Illinois,Coe College,80,58,22,,
2023-12-06,William & Mary,Old Dominion,84,79,5,,1.6
2023-12-06,Yale,Fairfield,71,75,-4,,-16.8
2023-12-07,Bellarmine,Berea,98,59,39,,
2023-12-07,Cal St. Northridge,Bethesda (CA),92,54,38,,
2023-12-07,Central Arkansas,Little Rock,75,71,4,,4.8
2023-12-07,Delaware St.,Virginia-Lynchburg,106,73,33,,
